timestamp,latitude,longitude,altitude,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,lidar_distance,speed,wind_speed,battery_level,obstacle_detected,highlight
2025-07-22 09:19:51.723139,35.00088202617298,135.00026053243823,81.99411329319571,0.8188393725993478,1.0294089182309158,0.9568085535656985,0.28417673446274233,0.00416123283631559,0.014561379209682168,72.30933112588119,12.765332807896426,2.0182361392120236,95.96577891028454,1,True
2025-07-22 09:19:52.723139,35.00020007860418,134.9997121060151,118.59736284396165,0.1404959074394759,0.10205979106406736,0.2796890697140307,-0.1747250016410555,-0.03647925771859086,0.017837657298325246,8.768955338339886,18.479208161368426,12.56676980197271,57.833080854373684,1,True
2025-07-22 09:19:53.723139,35.00048936899205,135.00007097658167,79.65944474188309,0.6498296346799787,2.5481126978151902,0.28169651332344753,-0.07727107227387303,-0.13826622502167707,-0.08795627254090285,71.96364310983685,10.342937896253787,0.2838464159798937,50.53226452323264,1,True
2025-07-22 09:19:54.723139,35.0011204465996,134.99984033579142,109.99874422531971,0.4347888054610397,-0.43592412295208854,0.9156034382368172,-0.11648753485927393,0.0032714204793316557,0.008291784562769257,97.41371691298053,0.2495209701910528,5.926264089918142,70.67732408135682,1,True
2025-07-22 09:19:55.723139,35.000933778995076,135.00034576937554,58.21208949282357,-0.20496055173029593,-1.2426069384522895,-0.7888602568316244,0.11488866837385084,-0.17300449023799597,0.02220709288472059,39.6822137456133,17.60663416421713,8.381909532026473,28.436784829723347,1,True
2025-07-22 09:19:56.723139,34.99951136106006,135.00034737457182,68.9876453733305,-0.1740068375080337,-0.02769845883360259,-1.2830469592851959,0.027840652758303067,-0.06120365364668351,-0.02598603782249495,5.2993879365038765,2.41951799692508,2.5188921684580334,74.14505307843947,1,True
2025-07-22 09:19:57.723139,35.00047504420876,134.99963720131078,78.26549184671342,1.8571022697558597,0.17506745883744323,-0.7138098179196208,-0.07488279282563995,0.11658670873076948,0.12970923917018182,73.00523368505131,14.58388935504149,10.04722186832261,47.121817625148466,1,True
2025-07-22 09:19:58.723139,34.99992432139585,134.99930831802232,77.98684980065315,0.4146742666092209,-2.118450634640296,1.3335521621534268,0.07987616169568251,0.07848782203299637,-0.16507456749700922,31.605454370421782,3.948479890881933,14.416631715708206,53.71272713145365,1,True
2025-07-22 09:19:59.723139,34.999948390574104,134.99920853080133,96.99684350691072,-0.1285875503163606,-0.30916851438148,-0.7639064506388854,-0.029160014289819805,-0.05333843476071675,0.06115097017710304,91.87463103575172,2.4659937296744316,1.2137657520383431,37.41390885227578,1,True
2025-07-22 09:20:00.723139,35.00020529925097,135.00030518968956,74.13026891628553,0.4554199909368095,-0.3684154413875956,-1.534958100371853,0.2630056824035547,0.13701926125505917,-0.0325315070266652,19.071340213361424,19.09491326523717,0.13853822990827047,90.1855060771795,1,True
2025-07-22 09:20:01.723139,35.00007202178558,134.9994055703711,99.96368078870114,0.22290581962427333,-0.36876353620555047,1.1567810014742463,-0.05040947031165338,-0.060639919963492765,0.011170310633411088,38.290196881047734,0.7142147985266778,10.623927280539771,28.673933482685044,1,True
2025-07-22 09:20:02.723139,35.00072713675348,134.99974659182286,94.74308294577747,-2.157356373494461,-0.6302257476306048,-0.5121814114444011,0.10890873058942532,-0.09086736871846268,0.07479269406306614,3.3440248898098126,0.6039898199730942,11.900341193811427,20.8198888364881,1,True
